#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1311	US|0.9702|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU1312	GS|98.0|MH451074|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales
OTU1313	GS|98.4|JX363093|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota
OTU1314	US|0.8496|MF570865|NA;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	k:Fungi	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales
OTU1315	GS|100.0|FJ213503|SH1615345.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus	No hit
OTU1316	US|0.9580|None;k:Fungi,p:Basidiomycota	No hit	k:Fungi	k:Fungi,p:Basidiomycota
OTU1317	GS|100.0|JQ267362|SH1515598.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Cheiromyces,s:Cheiromyces inflatus	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Cheiromyces,s:Cheiromyces inflatus	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1318	US|0.9635|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU1319	GS|98.3|FJ797443|NA;k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1320	SS|0.9900|KP160790|NA;k:Rhizaria,p:Cercozoa	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1321	GS|99.3|KY574434|SH1183376.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae,g:Tuber	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae,g:Tuber	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae
OTU1322	GS|99.6|MF569782|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1323	GS|99.5|MF329263|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Chaetomidium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Chaetomidium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae
OTU1324	GS|98.5|GQ921782|SH1187109.08FU;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi	k:Fungi,p:Ascomycota
OTU1325	SS|1.0000|KR267042|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU1326	SS|1.0000|JX312525|SH1242342.08FU;k:Fungi,p:Zoopagomycota,c:Zoopagomycetes,o:Zoopagales,f:Piptocephalidaceae,g:Piptocephalis,s:Piptocephalis fimbriata	k:Fungi,p:Zoopagomycota,c:Zoopagomycetes,o:Zoopagales,f:Piptocephalidaceae,g:Piptocephalis,s:Piptocephalis fimbriata	k:Fungi,p:Zoopagomycota,c:Zoopagomycetes,o:Zoopagales,f:Piptocephalidaceae,g:Piptocephalis,s:Piptocephalis fimbriata	k:Fungi,p:Zoopagomycota,c:Zoopagomycetes,o:Zoopagales
OTU1327	US|0.9690|KX222248|NA;k:Rhizaria,p:Cercozoa	k:Fungi	No hit	k:Rhizaria,p:Cercozoa
OTU1328	US|0.9380|KX222577|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Gomphales	k:Fungi	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Gomphales
OTU1329	GS|98.0|KP159841|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1330	SS|0.8900|MG872200|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi
OTU1331	SS|0.8000|JX319621|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota
OTU1332	US|0.9975|None;k:Protista	No hit	No hit	k:Protista
OTU1333	GS|99.2|GU586857|SH1651195.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyaloscypha
OTU1334	GS|99.6|MF423684|SH1607997.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella humilis	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella humilis	k:Fungi
OTU1335	GS|99.6|KJ877789|SH1593891.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Agaricus,s:Agaricus kerriganii	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Agaricus,s:Agaricus kerriganii	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Agaricus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Agaricus
OTU1336	GS|97.3|KC965937|SH1238275.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota
OTU1337	GS|100.0|KP867569|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales
OTU1338	GSL|100.0|MH136641|SH1543709.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum,s:Colletotrichum aciculare	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum,s:Colletotrichum aciculare	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum
OTU1339	GS|98.3|KX193488|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales
OTU1340	SS|0.8400|HQ211634|SH1160371.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi
OTU1341	GS|99.6|KR909168|SH1182995.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea
OTU1342	SS|0.9600|AY843132|SH1554298.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1343	GS|97.6|KX193927|NA;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales
OTU1344	US|0.9949|None;k:Protista	No hit	No hit	k:Protista
OTU1345	US|0.9703|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU1346	GS|99.3|KX118398|SH1510176.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae
OTU1347	GS|100.0|KU586942|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyphodiscus	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Hyphodiscus	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU1348	GS|99.0|MF481450|NA;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	No hit	k:Rhizaria,p:Cercozoa
OTU1349	SS|0.9500|KY228604|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi
OTU1350	GS|97.9|JX319026|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota
OTU1351	US|0.9957|LC310369|NA;k:Protozoa	k:Fungi	No hit	k:Protozoa
OTU1352	GDL|98.3|MF482134|NA;	k:Protista	No hit	k:Rhizaria,p:Polycystinida,c:Polycystinea,o:Spumellaria
OTU1353	GS|99.7|KX193210|NA;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales,g:Operculomyces,s:Operculomyces laminatus	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales,g:Operculomyces,s:Operculomyces laminatus	k:Fungi
OTU1354	GS|98.2|LC317583|SH1529595.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala bergeri	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala bergeri	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	k:Fungi
OTU1355	GS|98.0|MF142406|SH1551277.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae
OTU1356	GS|99.0|MF482848|NA;k:Rhizaria,p:Cercozoa,o:Cercomonadida	k:Rhizaria,p:Cercozoa,o:Cercomonadida	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1357	US|0.9196|KJ827476|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales
OTU1358	US|0.9138|EU480339|SH1154954.08FU;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU1359	GDL|99.3|KP160818|NA;	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1360	GS|99.5|KM504466|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU1361	US|0.9025|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	No hit	No hit	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU1362	GS|97.0|MH451229|NA;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales
OTU1363	GS|99.7|KY873618|NA;k:Viridiplantae,p:Chlorophyta,g:Chlamydomonas	k:Viridiplantae,p:Chlorophyta,g:Chlamydomonas	k:Viridiplantae,p:Chlorophyta	k:Viridiplantae,p:Chlorophyta
OTU1364	GS|97.5|KX222843|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU1365	GS|97.5|JF519601|SH1538432.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Hysteriales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Hysteriales	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1366	US|0.9975|None;k:Protista	No hit	No hit	k:Protista
OTU1367	SS|0.8900|HQ115650|SH1648313.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Warcupia	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Warcupia	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Warcupia	k:Fungi
OTU1369	US|0.9338|MH298912|SH1213431.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Pseudobaeospora	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales
OTU1370	GS|99.6|GU166472|SH1181926.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU1371	GS|100.0|KY588467|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi
OTU1372	US|0.9935|None;k:Protista	No hit	No hit	k:Protista
OTU1373	GS|100.0|KU536941|NA;k:Fungi	k:Fungi	k:Fungi	k:Fungi
OTU1374	US|0.9196|KT328805|SH1188695.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Chaetothyriaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU1375	GSL|100.0|KY967377|SH1577457.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Ramularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Ramularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Ramularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Ramularia
OTU1376	GS|99.6|EU489923|SH1646257.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1377	GS|99.3|MF569958|NA;k:Fungi,p:Rozellomycota	k:Fungi	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota
OTU1378	GS|99.0|MF666129|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU1379	US|0.9207|JX319965|NA;k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida	k:Ichthyosporia,c:Ichthyosporea	No hit	k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida
OTU1380	US|0.9964|UDB034356|SH1566824.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Rhytismatales,g:Karstenia,s:Karstenia rhopaloides	k:Fungi	k:Fungi,p:Ascomycota
OTU1381	SS|0.8100|MF483348|NA;k:Viridiplantae,p:Chlorophyta,c:Chlorophyceae,o:Volvocales,f:Chlamydomonadaceae,g:Lobomonas	k:Viridiplantae,p:Chlorophyta,c:Chlorophyceae,o:Tetrasporales	k:Viridiplantae,p:Chlorophyta,c:Chlorophyceae,o:Volvocales,f:Chlamydomonadaceae,g:Lobomonas	k:Viridiplantae,p:Chlorophyta
OTU1382	US|0.9975|KP160460|NA;k:Protista	k:Fungi	No hit	k:Protista
OTU1383	SS|1.0000|MF570748|NA;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU1384	GS|99.6|MF570938|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU1385	US|0.9034|None;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	No hit	k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales
OTU1386	US|0.9690|MF484040|NA;k:Fungi,p:Rozellomycota	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit	k:Fungi,p:Rozellomycota
OTU1387	US|0.9299|KU539570|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1388	US|0.9563|MF481339|NA;k:Fungi,p:Rozellomycota	k:Fungi,p:Basidiomycota	k:Fungi	k:Fungi,p:Rozellomycota
OTU1389	SS|0.8500|MF569263|NA;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Cunninghamellaceae,g:Gongronella,s:Gongronella butleri	k:Fungi	k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Cunninghamellaceae,g:Gongronella,s:Gongronella butleri	k:Fungi
OTU1390	GS|100.0|AY256542|SH1597546.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Caryophyllales,f:Polygonaceae,g:Ruprechtia,s:Ruprechtia fusca	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Caryophyllales,f:Polygonaceae,g:Ruprechtia,s:Ruprechtia fusca	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Caryophyllales,f:Polygonaceae,g:Ruprechtia,s:Ruprechtia laevigata	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Caryophyllales,f:Polygonaceae,g:Ruprechtia
OTU1391	SS|0.9800|MG190514|SH1522486.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes
OTU1392	GS|97.7|KT728244|SH1168280.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1393	US|0.9138|MF482620|NA;k:Fungi,p:Glomeromycota,c:Archaeosporomycetes,o:Archaeosporales	k:Metazoa,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Fungi,p:Glomeromycota,c:Archaeosporomycetes,o:Archaeosporales
OTU1394	SS|1.0000|KU878900|SH1168494.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota	k:Fungi
OTU1395	US|0.9258|KX194541|NA;k:Fungi,p:Ascomycota,c:Lecanoromycetes	k:Fungi,p:Ascomycota,c:Lecanoromycetes	k:Fungi,p:Ascomycota,c:Lecanoromycetes	k:Fungi,p:Ascomycota,c:Lecanoromycetes
OTU1396	SS|0.9100|KC965789|SH1237921.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota
OTU1397	GS|100.0|UDB028324|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Ochrocladosporium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Ochrocladosporium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1398	US|0.9377|MF571199|NA;k:Fungi,p:Chytridiomycota,c:Rhizophlyctidomycetes,o:Rhizophlyctidales	k:Fungi	k:Fungi	k:Fungi,p:Chytridiomycota,c:Rhizophlyctidomycetes,o:Rhizophlyctidales
OTU1399	SS|0.9900|KP160628|NA;k:Rhizaria,p:Cercozoa	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1400	GS|98.0|GQ892247|SH1239946.08FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Ascomycota
OTU1401	US|0.9025|None;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit	No hit	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales
OTU1403	US|0.9090|KX776990|NA;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi	k:Fungi	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales
OTU1404	US|0.9703|KF675508|SH1245498.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1405	US|0.9320|KX221241|NA;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU1406	US|0.9563|None;k:Fungi,p:Chytridiomycota	No hit	k:Fungi	k:Fungi,p:Chytridiomycota
OTU1407	GS|98.0|KP160371|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Ramariopsis	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Ramariopsis	k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU1408	SS|0.9900|KP160877|NA;k:Rhizaria,p:Cercozoa	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1409	GSL|100.0|MF093752|SH1610158.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae		k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae
OTU1410	US|0.9831|FJ797455|NA;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU1411	SS|1.0000|MF570700|NA;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota
OTU1412	SS|0.9800|KM382039|NA;k:Viridiplantae,p:Bryophyta,c:Bryopsida,o:Pottiales,f:Pottiaceae	k:Viridiplantae,p:Bryophyta,c:Bryopsida,o:Pottiales,f:Pottiaceae,g:Syntrichia,s:Syntrichia submontana	k:Viridiplantae,p:Bryophyta,c:Bryopsida,o:Pottiales,f:Pottiaceae	k:Viridiplantae,p:Bryophyta
